MGI symbol	NCBI gene ID	Gene Synonym
Dock9	105445	D14Wsu89e
Dock9	105445	Zizimin1
Gm5954		
Nr4a3	18124	MINOR
Nr4a3	18124	NOR-1
Nr4a3	18124	Nor1
Nr4a3	18124	TEC
Tead4	21679	ETFR-2a
Tead4	21679	Etfr2
Tead4	21679	Rtef1
Tead4	21679	Tcf13r1
Tead4	21679	TEAD-4
Tead4	21679	TEF-3
Tead4	21679	Tef3
Tead4	21679	Tefr
Tead4	21679	Tefr1a
Trim24	21848	A130082H20Rik
Trim24	21848	D430004I05Rik
Trim24	21848	Tif1a
Trim24	21848	TIF1alpha
9030624G23Rik	66808	
4930480K02Rik		Gm44263
Gm28191		
Rerg	232441	
Gm14540		
Gm42895		
C230096K16Rik		
Chchd3	66075	0610041L09Rik
Chchd3	66075	1700039J09Rik
Chchd3	66075	Micos19
Gm20033		
Gm28326	102635519	
F830212C03Rik		
Pdzd2	68070	4930537L06Rik
Pdzd2	68070	A930022H17Rik
Pdzd2	68070	Gm21706
Pdzd2	68070	LOC223364
Pdzd2	68070	Pdzk3
Gm7043		
Gm49221		
Klf3	16599	9930027G08Rik
Klf3	16599	BKLF
Klf3	16599	Tef-2
Cldn20		EG621628
F530104D19Rik		
Tfb1m	224481	
Arhgap20os		9230115E21Rik
Klc2	16594	8030455F02Rik
Gm38120		
Ahcyl2	74340	4631427C17Rik
Gm38376		
Gm37409		
Csgalnact1	234356	4732435N03Rik
Csgalnact1	234356	CSGalNAcT-1
1700104B16Rik		
Gm16677		
Tiam2	24001	3000002F19Rik
Tiam2	24001	STEF
Gm43360		
Gm11805		
Gm3138		
Atp2a2	11938	9530097L16Rik
Atp2a2	11938	D5Wsu150e
Atp2a2	11938	sarco/endoplasmic reticulum Ca2+-ATPase 2
Atp2a2	11938	SERCA2
Atp2a2	11938	Serca2a
Atp2a2	11938	SERCA2B
Gm44203		
Gm37689		
Atg5	11793	2010107M05Rik
Atg5	11793	3110067M24Rik
Atg5	11793	Apg5l
Atg5	11793	Paddy
Sdcbp	53378	MDA-9
Sdcbp	53378	Sycl
Sdcbp	53378	syndecan interacting protein
Sdcbp	53378	syntenin
Sdcbp	53378	syntenin-1
Olfr731		GA_x6K02T2PMLR-5936117-5935137
Olfr731		MOR246-5
Wnt4	22417	Wnt-4
Hhla1	654498	F930104E18Rik
Ccnb3	209091	
Gm21333	108168616	
Ms4a2	14126	Fce1b
Ms4a2	14126	Fcer1b
Ms4a2	14126	FcRB
Ms4a2	14126	Fcrbeta
Gm29382		
Gm28224		
Gm32005		Gm45905
Gm35028		
Tatdn2		mKIAA0218
Gm2606		
Vmn1r-ps101		
Slc9a3	105243	9030624O13Rik
Slc9a3	105243	NHE-3
Slc9a3	105243	NHE3
Psg-ps1		Cea-6
Psg-ps1		Cea6
Gm26862		
Fam181b	58238	A830059I20Rik
Gm44716		
Olfr716	258597	GA_x6K02T2PBJ9-9497411-9498355
Olfr716	258597	MOR260-2
Tnfaip8l2	69769	1810019A08Rik
Tnfaip8l2	69769	Tipe2
Gm38323		
Gm42854		
Gm9934		
Gm20853	108168615	
Gm42853		
Vmn1r-ps102		Gm11297
Lysmd1	217779	2610022K04Rik
4933430H06Rik		
Gm15494		
Vmn1r199		V1rh4
Trnp1	69539	2300002D11Rik
Srrm4	68955	1500001A10Rik
Srrm4	68955	B230202K19Rik
Srrm4	68955	bv
Srrm4	68955	flopsy
Srrm4	68955	fp
Srrm4	68955	nSR100
Rfpl4	192658	D7Ertd486e
Gm37467		
Gm17085		
Gm21955		
Gm2991		
Gm45150		
Ttc39a	230603	4922503N01Rik
Gm6066		
Gm839		LOC330379
		
Efhd2	27984	2600015J22Rik
Efhd2	27984	D4Wsu27e
Efhd2	27984	swiprosin 1
Pex2	19302	D3Ertd138e
Pex2	19302	PMP35
Pex2	19302	Pxmp3
Pex2	19302	Zellweger syndrome homolog
Lim2	233187	
Gm47810		
Gm29266		
Gm20648		
Atp6v1fnb	668210	Gm9047
Senp6	215351	2810017C20Rik
Senp6	215351	E130319N12Rik
Gm47843		
Cd209b	69165	1810030I22Rik
Cd209b	69165	mSIGNR1
Cd209b	69165	SIGNR1
Gm12395		
Gm44715		
Il27ra	50931	IL-27R
Il27ra	50931	Tccr
Il27ra	50931	WSX-1
Gm12394		
Gm29075		
4930520K02Rik		
Gm29367		
Rasl2-9	19428	Ran/M2
Rasl2-9	19428	Rasl2-9-ps
Fam205a1	433698	Gm12429
Kcp	333088	Crim2
Kcp	333088	KCP
Kcp	333088	LOC333088
Gm15501		
Ccl21a	18829	6CKBAC2
Ccl21a	18829	6Ckine
Ccl21a	18829	ALP
Ccl21a	18829	CKb9
Ccl21a	18829	Exodus-2
Ccl21a	18829	Scya21
Ccl21a	18829	Scya21b
Ccl21a	18829	SLC
Ccl21a	18829	Tca4
Gm44947		
Unc5a	107448	Unc5h1
Gm32122		Gm45896
Lim2		19kDa
Lim2		MP19
Gm45037		
Gm45038		
Gm18359		
Gm8285		
Agl	77559	1110061O17Rik
Agl	77559	9430004C13Rik
Agl	77559	9630046L06Rik
Gm44578		
Gm15913		
Olfr732		GA_x6K02T2PMLR-5975274-5974348
Olfr732		MOR241-1
Synpr	72003	1500003F20Rik
Srrm4os		2410137F16Rik
Lipc	15450	HL
Lipc	15450	Hpl
Zfp41	22701	CTfin92
Zfp41	22701	Zfp-41
Tas2r143	387514	mt2r36
Tas2r143	387514	Tas2r43
Ccl19	24047	CKb11
Ccl19	24047	exodus-3
Ccl19	24047	Scya19
Arid3a	13496	Bright
Arid3a	13496	Dri1
A230103J11Rik		
Palm3	74337	4432412L15Rik
Limk2	16886	A930024P04Rik
Limk2	16886	LIM kinase 2
Limk2	16886	Limk2a
Limk2	16886	Limk2b
Limk2	16886	whe
Stxbp1	20910	Munc-18a
Stxbp1	20910	Munc18-1
Stxbp1	20910	N-sec1
Stxbp1	20910	nsec1
Stxbp1	20910	Rb-sec1
Stxbp1	20910	Sxtbp1
Stxbp1	20910	Unc18h
Abcb8	74610	4833412N02Rik
Prdm1	12142	b2b1765Clo
Prdm1	12142	Blimp-1
Prdm1	12142	Blimp1
Prdm1	12142	PRDI-BF1
Nsg1	18196	m234
Nsg1	18196	NEEP21
Nsg1	18196	p21
Tnpo2	212999	1110034O24Rik
Tnpo2	212999	Kpnb2b
Tnpo2	212999	TRN2
Gm12454		
Gipr	381853	glucose-dependent insulinotropic polypeptide receptor
Gipr	381853	LOC232937
Gipr	381853	LOC381853
1700047G07Rik		
Car9	230099	CAIX
Car9	230099	MN/CA9
4930578G10Rik		
Gm10817		
Gm5131		
Gm3149		
Gm45703		
Vmn2r-ps47		EG665598
Gm3436		
Gm32017		
Gm28325		
Gm14528		
Vmn2r-ps70		
2610002M06Rik	67028	
Gm18360		
Ceacam5	73250	1600029H12Rik
Ceacam5	73250	Psg30
Gm14459		
Mrps18c		1110037D14Rik
Gria4	14802	Glur-4
Gria4	14802	Glur4
Gria4	14802	Gluralpha4
Gria4	14802	spkw1
Ssxb6		
Bbs4	102774	D9Ertd464e
Rtl10		Gm16314
Gm21405		
Gm28284		
Gm12670		
Tent5d	213449	Fam46d
Tent5d	213449	LOC213449
Vmn2r-ps49		Gm4040
Iba57	216792	4930543L23Rik
Iba57	216792	A230051G13Rik
Stx18	71116	1810035L21Rik
Stx18	71116	4933425D03Rik
Gm6065		
Gm34417		
Ssxb3		
Vmn1r142		Gm8647
Vmn1r55		LOC236535
Vmn1r55		LOC384522
Vmn1r55		V1rd5
5730507C01Rik		
Gstm2-ps1		
Vmn1r200		V1rh3
Gm4675		
Olfr157	100040268	GA_x6K02T2N78B-16110014-16110970
Olfr157	100040268	MOR262-12
Olfr157	100040268	mOR37c
Olfr157	100040268	Olfr37c
Olfr157	100040268	OR37C
Rhox7a		Rhox7
Gm20371		
Gm47692		
Gm4409		
Sox21	223227	Sox25
Vmn1r143		Gm8650
Gm44242		
Gm29225		
D130058E05Rik		
Lrrtm4	243499	7530419J18Rik
Tex264	21767	TEG-264
Vmn1r251	667472	Gm8653
Gbx2	14472	Gbx-2
Gbx2	14472	MMoxA
Gbx2	14472	Stra7
Gm29368		
Olfr155	29845	GA_x6K02T2N78B-16092200-16091241
Olfr155	29845	MOR262-14
Olfr155	29845	mOR37a
Olfr155	29845	Olfr37a
Olfr155	29845	OR37A
Gm8328		
Adpgk	72141	2610017G09Rik
Larp6	67557	5430431G03Rik
Larp6	67557	acheron
Larp6	67557	Achn
Thg1l	66628	1700121M19Rik
Thg1l	66628	5730409G07Rik
Gm35496		
Gm14500		
Gm45149		
Gm6797	387284	
Slc26a7	208890	
Gm43511		
Gm47881		
Gtse1	29870	B99
Gtse1	29870	Gtse-1
Golph3l	229593	2010204I15Rik
Golph3l	229593	GPP34R
Gm6798		
Vmn1r252	667094	Gm8453
Tas2r135		mt2r38
Tas2r135		Tas2r35
Rhox8	434768	Tox
Gm650		LOC270667
Zc3h7a	106205	A430104C18Rik
Zc3h7a	106205	Zc3h7
Vmn2r-ps72		EG666358
1700036A12Rik		
Vmn2r71	233445	EG233445
Gnai1	14677	Gialpha1
Klhl32		6430524H05Rik
Klhl32		D4Ertd389e
Klhl32		LOC384000
Gm13378		
Rhox7b		Gm14543
Papolb		Papola-ps
Papolb		Papt
Papolb		Plap-ps
Papolb		TPAP
Rbmx		
Vmn2r70		EG620835
Gm18533		
Gm49160		
Gm13379		
Gm13327		
Gm49161		
Radil	231858	D930005D10Rik
Gm49162		
Gm3527		
Gm44230		
Gpr158	241263	5330427M13Rik
Gm8341		
Gm44231		
Gm49166		
Gm44241		
Gm11353		
1700125H03Rik	73609	
Coro7		0610011B16Rik
Gm44240		
Gm18741		
Gm44228		
Gm18059		
Gm44229		
Gm47883		
Pcdh18	73173	PCDH68L
Rhox9	104384	1600026O01Rik
Rhox9	104384	Gpbox
Rhox9	104384	Psx2
Gm16234		
Gm18493		
Gm12667		
Gm15656		
Gm12669		
Gm15654		
Ufm1	67890	1810045K17Rik
Gm29226		
Vta1	66201	1110001D18Rik
Vta1	66201	1110059P08Rik
Gm12671		EG654475
Igkv2-113		
Gm37480		
Vmn1r56		V1rd3
Vmn1r56		V3R3
4930577H14Rik		
Tpd52-ps		Tpd52-rs1
Nfkbid	243910	IkappaBNS
Aadacl4fm5	329993	Gm438
Aadacl4fm5	329993	LOC329993
Gm7488		
Gm49548		
Gm6818		
Vmn1r57		Gm7519
Gm28453		Gm38683
Gm42923		
Gm46498		
Bbs12	241950	LOC241950
Bbs12	241950	LOC386537
9330111N05Rik	319983	
Gm29227		
Enthd1	383075	LOC383075
Gm43160		
Sh3bp2	24055	3BP2
Gm29137		
Gm28583		
Gm28339		
1700022H01Rik		
Gm18517		
Gm45146		
Slc17a3	105355	Npt4
Fgf2	14173	bFGF
Fgf2	14173	Fgf-2
Fgf2	14173	Fgfb
Fbxw9	68628	1110017H11Rik
Fbxw9	68628	Fbw9
Gm43675		
Gm48549		
Gm38563		
Gm42733		
Cmpk2	22169	1200004E04Rik
Cmpk2	22169	TDKI
Cmpk2	22169	Tyki
Trav6n-6		ENSMUSG00000063944
Trav6n-6		Gm10895
Gm19141		
Sap30l		2310079P12Rik
Sap30l		L55
Ociad1	68095	6030432N09Rik
Ociad1	68095	Asrij
Ociad1	68095	B230209J16Rik
Ociad1	68095	Emi2
Ociad1	68095	expressed during mesenchymal induction 2
Ociad1	68095	Imi2
Ociad1	68095	TPA018
Gm15263		
Prdx2-ps2		Prdx2-rs3
Prdx2-ps2		Prx ll-3
Prdx2-ps2		Tdpx-ps2
Gm11838		
Lrrc69	73314	1700034K16Rik
Gm4557		
Gm49553		
Gm18466		
Grap2	17444	Gads
Grap2	17444	GRAP-2
Grap2	17444	Grb2-related adaptor downstream of Sch
Grap2	17444	GRB2L
Grap2	17444	GrbX
Grap2	17444	Grf40
Grap2	17444	GRID
Grap2	17444	GrpL
Grap2	17444	Mona
Grap2	17444	P38
Gm26627		
Gm11582		
		
4921520N01Rik		
Gm28226		
Ermap	27028	
Gm21129		
Hdgfl1	15192	Hdgfrp1
Hdgfl1	15192	HRP-1
Hdgfl1	15192	Pwwp1
Gm21115		
Ppp1r2-ps1		
Pabpc4	230721	
Gm20749		
Gm21122		
Hand1	15110	bHLHa27
Hand1	15110	eHAND
Hand1	15110	Ehand1
Hand1	15110	Hxt
Hand1	15110	Th1
Hand1	15110	Thing1
Gm17935		
Gm4454		
Gm12992		
Gm4558		
Gm6605		
Kat6b	54169	B130044K16Rik
Kat6b	54169	monocytic leukemia
Kat6b	54169	Morf
Kat6b	54169	Myst4
Kat6b	54169	qkf
Kat6b	54169	querkopf
Gm29086		
Vmn1r253	100043043	Gm4187
Gm21136		
Gm20855	100040712	
Gm20855	100042110	
Gm20855	100042417	
Gm20855	100042578	
Gm20855	100861691	
Gm20855	100861906	
Gm20855	100861973	
Gm20855	100862025	
Gm20855	108168545	
Gm20855	108168547	
Gm20855	108168548	
Gm20855	108168559	
Cga	12640	aGSU
Cga	12640	alpha-GSU
Cga	12640	alphaGSU
Cga	12640	alphaSU
Cga	12640	GPHalpha
Cga	12640	Tsha
1700010N08Rik		Gm42380
Psma6	26443	
A930004J17Rik		
Gm12978		
Vmn1r-ps70		Gm4192
Gm4873		
Gm31752	102634084	Gm43030
Srsf4	57317	5730499P16Rik
Srsf4	57317	MNCb-2616
Srsf4	57317	Sfrs4
Srsf4	57317	SRp75
Gm21276		
Gm29085		
Igkv2-112		
Gm9376		
Gm6819		
Gm11899		
Gm43484		
Gm29087		
Gm31693	102634003	Gm43673
Gm42858		
Gm32093		
Gm11354		
Nudt6	229228	
Gm42671		
Gm9430		
Gm5591	100038967	
Gm9169		
Igkv14-111		Gm16939
Gm29386		
Vmn1r254	667485	Gm8660
Rln3		M3
Gm5910		
Gm5672		
Mrln	69563	2310015B20Rik
Mrln	69563	Linc-RAM
Mrln	69563	MLN
1700044C05Rik	73306	
Gm33242		
Igkv1-110		Gm16634
Gm11355		
Gm17889		
Dcaf17	75763	2810055O12Rik
Dcaf17	75763	4833418A01Rik
Dcaf17	75763	A030004A10Rik
Dcaf17	75763	A930009G19Rik
Gm26791		
Olfr370		GA_x6K02T2NUPS-11609807-11610751
Olfr370		MOR267-16
7530428D23Rik		
Gm49497		
Vmn1r148		V1rd14
Vmn1r148		V3R8
Gm43007		
Gm17477		
Gm30646		
Gm42612		
Gm31026	102633119	
Copb2	50797	
Prxl2a	70564	5730469M10Rik
Prxl2a	70564	Adiporedoxin
Prxl2a	70564	Adrx
Prxl2a	70564	Fam213a
Abce1	24015	Oabp
Abce1	24015	Rnaseli
Abce1	24015	RNS4l (Eye)
Platr9	73696	2410114N07Rik
5530601H04Rik	71445	
Gm47888		
Lama4	16775	laminin [a]4
Slc35a2	22232	Had-1
Slc35a2	22232	Had1
Slc35a2	22232	Sfc8
Slc35a2	22232	Ugalt
Slc35a2	22232	UGT
Prl	19109	Prl
Prl	19109	Prl1a1
Gm7599		
Gm28225		
Cabyr	71132	1700016C01Rik
Cabyr	71132	4933421A18Rik
Cabyr	71132	CBP86
Cabyr	71132	FSP-2
Gm48755		
Rpl18a-ps1		Gm7602
Gm527	217648	LOC217648
Lmx1b	16917	GENA 191
Lmx1b	16917	Icst
Lmx1b	16917	LMX1.2
Gm48757		
Gm44204		
Gm21344	108168611	
Gm48758		
Gm43359		
Gm5555		
Gm29719		
Gm48759		
Gm20849		
4930512J16Rik	75131	Gm44205
Gm28829		
Gm43361		
Heatr1		B130016L12Rik
Gm49693		
Gm21901		
Gm2792		
Omd	27047	OSAD
Omd	27047	osteoadherin
Omd	27047	SLRR2C
Gm7988		
Gm12361		
Rpl18-ps2		Gm7323
Gm42461		
Gm29719		
Gm28827		
Anapc7	56317	APC7
Anapc7	56317	prediabetic NOD sera-reactive autoantigen
Nsmaf	18201	factor associated with N-SMase activation
Nsmaf	18201	Fan
Ogn	18295	3110079A16Rik
Ogn	18295	mimecan
Ogn	18295	mimican
Ogn	18295	OG
Ogn	18295	SLRR3A
Gjc2	118454	B230382L12Rik
Gjc2	118454	connexin 47
Gjc2	118454	Cx47
Gjc2	118454	Gja12
Fes	14159	c-fes
Gm13746		
Gm12362		
Adcy4	104110	
Plxna1	18844	2600013D04Rik
Plxna1	18844	NOV
Plxna1	18844	PlexA1
Plxna1	18844	Plxn1
Gm43032		
Tes3-ps		
Ecm2	407800	9030618O22Rik
Ecm2	407800	tenonectin
Aldh3a2	11671	Ahd-3
Aldh3a2	11671	Ahd-3r
Aldh3a2	11671	Ahd3
Aldh3a2	11671	Ahd3-r
Aldh3a2	11671	Aldh4
Aldh3a2	11671	Aldh4-r
Aldh3a2	11671	FALDH
Gm15485		
Cdh2	12558	N-CAD
Cdh2	12558	N-cadherin
Cdh2	12558	Ncad
Gm27006		
Kdm6a	22289	Utx
Taf6l	225895	2810417N14Rik
Taf6l	225895	C530024J06Rik
Taf6l	225895	PAF65A
Gm49176		
Gm29904	102631607	
Rhox11-ps1		Gm15474
Gm37815		
Gm47147		
Gm38011		
Rhox11-ps2		Gm14544
Gm46344		
Gm19207		
Gm49177		
Gm49498		
Gm47847		
1700020D12Rik		
D030024E09Rik		
Btg1b	436199	4930525M21Rik
Btg1b	436199	Btg1-ps1
Gm43488		
Gm45151		
Dhrs3	20148	retSDR1
Dhrs3	20148	Rsdr1
Gm49178		
Spata5	57815	2510048F20Rik
Spata5	57815	C78064
Spata5	57815	Spaf
Ighmbp2	20589	AEP
Ighmbp2	20589	Catf1
Ighmbp2	20589	p110 subunit
Ighmbp2	20589	RIPE3b1
Ighmbp2	20589	sma
Ighmbp2	20589	Smbp-2
Ighmbp2	20589	Smbp2
Ighmbp2	20589	Smubp2
Ippk	75678	1810043M15Rik
Sox30	214105	
Fkbp2	14227	13kDa
Fkbp2	14227	mFKBP13
Fkbp2	14227	mFKBP2
Anapc10	68999	1500026N15Rik
Anapc10	68999	A830003M23Rik
Anapc10	68999	Apc10
Dnaja3	83945	1200003J13Rik
Dnaja3	83945	1810053A11Rik
Dnaja3	83945	Tid-1
4732496C06Rik		
Gm45434		
Gm45435		
4933409F18Rik	74668	
Gm18154		
Gm21142		
Gm15846		
Gm45433		
Gm37947		
Gm21152		
Gm45432		
Gm18000		
Ung	22256	UNG1
Gm28451		
Gabrb2	14401	C030002O17Rik
Gabrb2	14401	C030021G16Rik
Gabrb2	14401	Gabrb-2
Gm1982		
Gm1988		
Gm6124		
Gm16387		
Gm19557		
Gm9226		
Stn1	108689	0610009H20Rik
Stn1	108689	2310057J23Rik
Stn1	108689	Obfc1
Prdx4	53381	AOE372
Prdx4	53381	Prx IV
Prdx4	53381	Prx-iv
Prdx4	53381	Prx4
Gm13524		
Gm4824		
Aspn	66695	4631401G09Rik
Aspn	66695	PLAP-1
Aspn	66695	SLRR1C
Gm19786		
Gm37550		
Acot10	64833	Acate3
Acot10	64833	MT-ACT48
Acot10	64833	p48
Nr6a1os		Gm13507
Nr6a1os		Gm36800
Asb18		
Gm48398		
Gm48652		
Gm49182		
Gm48409		
5730507A11Rik		
Gm38234		
Gm18152		
Gm49760		
Colec10	239447	CL-L1
Gm44146		
Cdh12	215654	Br-cadherin
Gm44144		
Gm9237		
Cuedc2	67116	3010002G01Rik
Rpl15-ps4		Gm13591
Gm48411		
Nr6a1	14536	1700113M01Rik
Nr6a1	14536	Gcnf
Nr6a1	14536	NCNF
Gm48446		
Gm4128		
Phf21b	271305	A730032D07Rik
Gm2518		
Gm8489		
Fhad1os1		Gm13037
Lgals8	56048	1200015E08Rik
Lgals8	56048	D13Ertd524e
Lgals8	56048	Lgals-8
Gm26811		
Sema3e	20349	Semah
Gm45665		
Gm8109		
Gm44207		
Fhad1os2		Gm13643
Vmn1r149		Gm4194
Aktip	14339	Ft1
Tas2r126	387353	mGR26
Tas2r126	387353	mt2r35
Tas2r126	387353	T2R12
Tas2r126	387353	T2R26
Tas2r126	387353	Tas2r26
Gm13059		
Vamp5		Camp
Gm41144		
Gm44470		
Gm49123		
Fhad1	329977	2900090M10Rik
4930527F14Rik	67651	
Oas1b	23961	Flavivirus resistance
Oas1b	23961	Flv
Oas1b	23961	L1
Oas1b	23961	Mmu-L1
Oas1b	23961	Oias-2
Oas1b	23961	Oias2
Oas1b	23961	Wnv
Cenpp	66336	1700022C02Rik
Cenpp	66336	4921518G09Rik
Gm732		LOC213450
Gm49685		
Smim18	72632	2700090O03Rik
Gm5206		
Gm19371		
Gm43520		
Gm47446		
Gm43521		
Btg1c	194735	4930430D24Rik
Btg1c	194735	Btg1-ps2
Gm29736		
Gtf2e2	68153	34kDa
Gtf2e2	68153	C330006J08Rik
Gm43542		
Gm15158		
1700047A11Rik		
Gm20070		
Gm8606		
C330011M18Rik		
Gm37062		
Slc29a3	71279	4933435C21Rik
Slc29a3	71279	Ent3
Rfx1	19724	
Gm6974		
Gm1401		LOC384363
Rev1	56210	1110027I23Rik
Rev1	56210	REV1
Rev1	56210	Rev1l
Gm10654		EG665828
Gm50109		
Rex1bd	66462	2810428I15Rik
Gm45411		
Czib	74098	0610037L13Rik
Rhox10	434769	
Hook3	320191	5830454D03Rik
Hook3	320191	E330005F07Rik
1700026F02Rik	69419	
Nkg7	72310	2500004F03Rik
C130021I20Rik		
Hsf4	26386	ldis1
Psen1	19164	Ad3h
Psen1	19164	presenilin-1
Psen1	19164	PS-1
Psen1	19164	PS1
Psen1	19164	S182
Igkv2-109		ENSMUSG00000060986
Gm35256		
Igkv1-108		Gm6861
Gm38074		
Gm8702		
Igkv2-107		Gm6864
Gm13529		
Igkv11-106		Gm6865
Wnt8a	20890	Stra11
Vegfb	22340	VEGF-B
Vegfb	22340	Vrf
Izumo3	69314	1700011H22Rik
Oas1f		
Mrpl21	353242	
Gm43523		
Gm43519		
Gm21297		
Gm4120		
Aplp1	11803	
Gm47478		
Gm9315		
Plaat3	225845	Hrasls3
Plaat3	225845	Pla2g16
Gm16372		
Gm43674		
Gm29384		
Ndufb7		1110002H15Rik
Nme5	75533	1700019D05Rik
Nme5	75533	Nm23-M5
Nme5	75533	non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)
Samd5		E130306M17Rik
Olfr458		GA_x6K02T2P3E9-5100053-5100994
Olfr458		MOR257-4
9430024E24Rik		
Zbtb38	245007	A930014K01Rik
Zbtb38	245007	CIBZ
Zbtb38	245007	Zenon homolog
Gm12540		
Fgf2os	329626	Gm12541
Rps10-ps1		Gm9180
Erf	13875	
Aprt-ps		
Gm20928	100042565	
Gm12666		
Gm48760		
Ensa	56205	1700020C18Rik
Ensa	56205	2610007F17Rik
Rpl27a	26451	L27'
Rpl27a	26451	L27A
Rpl27a	26451	ribosomal protein L29 homolog (yeast)
Grk2	110355	Adrbk-1
Grk2	110355	Adrbk1
Grk2	110355	Bark-1
Grk2	110355	beta ARK
Grk2	110355	beta ARK1
Grk2	110355	beta-adrenergic receptor kinase-1
Grk2	110355	beta-AR kinase-1
Grk2	110355	betaARK1
Gm4862		
Gm12564		
Slc35d1	242585	UGTREL7
Gm6150		
Gm43439		
Cetn4	207175	
Rel	19696	c-Rel
Vamp8	22320	endobrevin
Gm12638		
Gm6008		
Gm12637		
Pxk	218699	C230080L11Rik
Pxk	218699	D14Ertd813e
Pxk	218699	MONaKA
Gm12639		
Gm12165		
Gm28186		
Gm4366		
Gm12550		
Olfr457		GA_x6K02T2P3E9-5088893-5089834
Olfr457		MOR257-1
Gm29681		Gm42590
Gm39075		Gm45152
Pygo2	68911	1190004M21Rik
Pygo2	68911	mpygo2
Gm21103	432825	
Mal2	105853	
Gm12166		
Vasn		2610528G05Rik
Vasn		ATIA
Vasn		Slitl2
Klhl28	66689	2810440N09Rik
Klhl28	66689	4122402F11Rik
Klhl28	66689	4931401E10Rik
Klhl28	66689	Btbd5
Igkv2-105		
Sept11	52398	6230410I01Rik
Sept11	52398	D5Ertd606e
Gm21064	100861598	
Stx17	67727	4833418L03Rik
Stx17	67727	6330411F21Rik
Stx17	67727	9030425C21Rik
E330034L11Rik		
Gm43660		
Gm15838		
Mettl21c	433294	A530098C11Rik
AI839979		
Gm6236		
Ffar2	233079	Gpr43
Rp9	55934	PAP-1
Rp9	55934	Rp9h
Bbs5	72569	1700049I01Rik
Bbs5	72569	2700023J09Rik
Gm29926		
Nlrp14	76858	4921520L01Rik
Nlrp14	76858	GC-LRR
Nlrp14	76858	Nalp-iota
Nlrp14	76858	Nalp14
Arhgef18	102098	A430078G23Rik
Arhgef18	102098	D030053O22Rik
Gm47666		
Gm12641		
A930006L05Rik		
Gm12642		
Gm29258		
Gm5310		
Gm9972		
Gm9271		
4930569F06Rik		
Tusc1	69136	2200001D17Rik
Tusc1	69136	TSG-9
Gm12145		
Gm45413		
Gm43122		
Casd1	213819	Cast1
Gm18018		
Pdzd3	170761	NaPi-Cap2
Pdzd3	170761	Pdzk2
Pdzd3	170761	sodium-phosphate cotransporter IIa C-terminal-associated protein 2
Rhox11	194738	LOC194738
Gm43900		
4921504A21Rik	70832	
Hhip	15245	Hhip1
Hhip	15245	Hip
Hhip	15245	Hip1
Eif5b	226982	A030003E17Rik
Eif5b	226982	IF2
Gm49131		
Gm12640		
Gm32102		
Gm12649		
Gm48061		
Gm5950		
Gm10665		
Gm49015		
Gm43901		
Gm9866		EG636791
Vwa8	219189	1300010F03Rik
Vwa8	219189	4932416F07Rik
Gm45934		
Rhox11-ps3		Gm14555
Rps15-ps3		Gm5508
Gm48066		
Gm5928		
Vmn1r151		Gm5727
Prdx1-ps		Gm17924
Rhox12	382282	LOC382282
Vmn1r152		Gm8673
Clpb	20480	Skd3
St8sia3	20451	Siat8c
St8sia3	20451	ST8SiaIII
Gm21861		
Gm48065		
Ceacam14	67084	1600021E03Rik
Ceacam14	67084	1600025E09Rik
Brd8dc	271508	4933408B17Rik
Gm35154		
Gm8251		
Gm7478		
Gm3584		
Mettl8	228019	TIP
Gm12244		
Elf4	56501	MEF
Elf4	56501	myeloid elf-1 like factor
Gm12900		
9530077C05Rik	68283	
Gm12245		
Trav11n		
Saxo1		4930500O09Rik
Saxo1		Fam154a
Gm47388		
Dnajc4	57431	2010301J22Rik
Dnajc4	57431	Hspf2
Dnajc4	57431	Mcg18
Gm12249		
Vmn1r-ps103		V1rh1
Gm47389		
Ssxb8	631002	
Trav7n-5		
Ms4a3	170813	haematopoietic cell-specific transmembrane-4
Ms4a3	170813	HTm4
4930431F10Rik	71638	
Xylt1		
Igkv16-104		LOC381778
Gm47392		
Trav12n-1		100043218
Trav12n-1		Gm11046
Gm5114	620018	
Gm5114	668618	
Gm5114	100043467	
Gm37039		
Gm42732		
Gm47398		
Gm20519		
2900076G11Rik		
Icos	54167	
AB124611	382062	HIDE1
AB124611	382062	LOC382062
Gm6983		
Igkv15-103		Igk-V32
Apoa5	66113	1300007O05Rik
Apoa5	66113	Apoav
Apoa5	66113	RAP3
Slc47a2	380701	4933429E10Rik
Taf13		1810004N01Rik
Taf13		2010309N11Rik
Gm5590		
Igkv15-102		
Rpl7a	27176	Surf-3
Rpl7a	27176	surfeit 3
Gm33096		
Gm15378		
Itm2b	16432	Bri2
Itm2b	16432	Bricd2b
Itm2b	16432	D14Sel6
Gm5909		
Fam220-ps		Gm15380
Fam220-ps		Gm6036
Deup1	234964	4933401K09Rik
Deup1	234964	Ccdc67
Ppl	19041	
Zfp939	233147	9430025M13Rik
Igkv20-101-2		
St8sia3os	73588	1700091E21Rik
Igkv15-101-1		
Gm45431		
Igkv15-101		
Gm45430		
Olfr456		GA_x6K02T2P3E9-5073878-5074816
Olfr456		MOR257-7P
Gm28455		
Vmn1r255	667512	Gm8677
Rhox13		1700123J19Rik
2410002F23Rik	668661	
Smim9	434800	4930428E23Rik
Gm4877		
Vmn1r256	100043061	Gm4201
Gm45464		
Olfr455		EG546896
