HGNC symbol	NCBI gene ID	Gene Synonym
CCDC27	148870	FLJ32825
		
		
PLAAT5	117245	HRASLS5
PLAAT5	117245	HRLP5
PLAAT5	117245	iNAT
PLAAT5	117245	PLAAT-5
PPIAP5		
PRODH	5625	HSPOX2
PRODH	5625	PIG6
PRODH	5625	PRODH1
PRODH	5625	PRODH2
PRODH	5625	TP53I6
	107984016	
		
		
GAS2	2620	
		
DCUN1D5	84259	FLJ32431
DCUN1D5	84259	MGC2714
MUC4	4585	
RPL12P7		
		
PPIAP6		
		
TP73-AS1		KIAA0495
TP73-AS1		PDAM
		
KIR2DL3	3804	CD158B2
KIR2DL3	3804	cl-6
KIR2DL3	3804	nkat2
KIR2DL3	3804	nkat2a
KIR2DL3	3804	nkat2b
KIR2DL3	3804	p58
		
ISCA1P1		ISCA1L
		
		
		
OR6J1	79549	OR6J1P
OR6J1	79549	OR6J2
		
GRAMD4	23151	DIP
GRAMD4	23151	KIAA0767
RAD51B	5890	hREC2
RAD51B	5890	R51H2
RAD51B	5890	RAD51L1
RAD51B	5890	REC2
		
KIR3DL3	115653	CD158Z
KIR3DL3	115653	KIR3DL7
KIR3DL3	115653	KIR44
KIR3DL3	115653	KIRC1
TRBV7-7		TCRBV6S6A2T
TRBV7-7		TCRBV7S7
TRBV7-7		TRBV77
HMGB1P18		
TRBV5-7		TCRBV5S7
TRBV5-7		TCRBV5S7P
TRBV5-7		TRBV57
		
		
UQCRHP2		
		
HNRNPA1P64		
TRMT112P6		
TRBV7-9		TCRBV6S4A1
TRBV7-9		TCRBV7S9
TRBV7-9		TRBV79
		
DCAF13P3		
DTNA	1837	D18S892E
DTNA	1837	DRP3
DTNA	1837	DTN
DTNA	1837	DTN-1
DTNA	1837	DTN-2
DTNA	1837	DTN-3
		
NSRP1	84081	CCDC55
NSRP1	84081	DKFZP434K1421
NSRP1	84081	NSrp70
FAM30C		HsT16041
FAM30C		KIAA0125P2
IGHD5OR15-5B		IGHD5/OR15-5B
IGHD5OR15-5B		IGHD5OR155B
TRBV13		TCRBV13S1
TRBV13		TCRBV23S1A2T
LINC01193		CT60
LINC01193		LOC348120
TRBV10-3		TCRBV10S3
TRBV10-3		TCRBV12S1A1N2
TRBV10-3		TRBV103
CHRNE	1145	ACHRE
FAM225A		C9orf109
FAM225A		DKFZp686A0127
FAM225A		LINC00256A
FAM225A		NCRNA00256A
		
AP3B2	8120	NAPTB
FAM185A	222234	MGC35361
TRBV11-3		TCRBV11S3
TRBV11-3		TCRBV21S2A2
TRBV11-3		TRBV113
SOD2P1		
		
		
		
		
LINC01781		
C11orf42	160298	MGC34805
KIR2DL3	3804	CD158B2
KIR2DL3	3804	cl-6
KIR2DL3	3804	nkat2
KIR2DL3	3804	nkat2a
KIR2DL3	3804	nkat2b
KIR2DL3	3804	p58
		
		
MAST3	23031	KIAA0561
		
		
ALKAL2	285016	AUGA
ALKAL2	285016	FAM150B
FAM187B	148109	FLJ25660
FAM187B	148109	TMEM162
		
RALB	5899	
RPL7P4		Em:AB023049.2
TRBV12-3		TCRBV12S3
TRBV12-3		TCRBV8S1
TRBV12-3		TRBV123
MIATNB		
		
TRBV12-4		TCRBV12S4
TRBV12-4		TCRBV8S2A1T
TRBV12-4		TRBV124
ZNF192P1		dJ265C24.4
ZNF192P1		ZNF389
ZNF192P1		ZNF389P
ATP6V0CP1		ATCD1
HTR1A	3350	5-HT1A
HTR1A	3350	ADRB2RL1
HTR1A	3350	ADRBRL1
FAM187B2P		
C17orf107	100130311	
		
		
		
		
		
AGXT2	64902	AGT2
		
		
TRBV12-5		TCRBV12S5
TRBV12-5		TCRBV8S3
TRBV12-5		TRBV125
GP1BA	2811	CD42b
GP1BA	2811	GP1B
GP1BA	2811	GPIbalpha
		
		
MTND2P30		
PNLIPRP2	5408	PLRP2
RING1	6015	RNF1
TRBV14		TCRBV14S1
TRBV14		TCRBV16S1A1N1
TRBV15		TCRBV15S1
TRBV15		TCRBV24S1A3T
		
		
RPL7P10		
		
TRBV16		TCRBV16S1
TRBV16		TCRBV25S1A2PT
SELENOTP1		
		
		
		
		
		
TPD52L3	89882	D55
TPD52L3	89882	NYD-SP25
OSMR-AS1		
TRBV17		TCRBV17S1
TRBV17		TCRBV26S1P
		
		
IGHD4OR15-4B		IGHD4/OR15-4B
IGHD4OR15-4B		IGHD4OR154B
		
		
		
IGHD2OR15-2B		IGHD2/OR15-2B
IGHD2OR15-2B		IGHD2OR152B
MIAT		C22orf35
MIAT		FLJ25967
MIAT		gomafu
MIAT		LINC00066
MIAT		lncRNA-MIAT
MIAT		NCRNA00066
MIAT		Rncr2
TRBV18		TCRBV18S1
TCF19	6941	SC1
ZNF70P1		bCX269C15.3
ZNF70P1		dJ1033B10.7
ZNF70P1		ZNF314P
		
WRAP73	49856	WDR8
OR11J2P		
TRBV19		TCRBV17S1A1T
TRBV19		TCRBV19S1
IL12RB1	3594	CD212
IL12RB1	3594	IL12RB
UBE2R2-AS1		
OR11J5P		
TRBV20-1		TCRBV20S1
TRBV20-1		TCRBV2S1
TRBV20-1		TRBV201
		
NIP7P1		
TRBV21-1		TCRBV10S1P
TRBV21-1		TCRBV21S1
TRBV21-1		TRBV211
EDAR	10913	DL
EDAR	10913	ED1R
EDAR	10913	ED3
EDAR	10913	ED5
EDAR	10913	EDA1R
EDAR	10913	EDA3
EDAR	10913	Edar
UBE2R2	54926	CDC34B
UBE2R2	54926	FLJ20419
UBE2R2	54926	MGC10481
UBE2R2	54926	UBC3B
TRBV22-1		TCRBV22S1
TRBV22-1		TCRBV29S1P
TRBV22-1		TRBV22
IGHD1OR15-1B		IGHD1/OR15-1B
IGHD1OR15-1B		IGHD1OR151B
LILRP1		CD85l
LILRP1		ILT9
LILRP1		LILRA6P
ARMC12	221481	C6orf81
ARMC12	221481	FLJ25390
TRBV23-1		TCRBV19S1P
TRBV23-1		TCRBV23S1
TRBV23-1		TRBV231
ZNF603P		p373c6.7
		
IGHD3OR15-3B		IGHD3/OR15-3B
IGHD3OR15-3B		IGHD3OR153B
		
		
		
RAB10	10890	
TRBV24-1		TCRBV15S1
TRBV24-1		TCRBV24S1
TRBV24-1		TRBV241
		
PRIMA1	145270	PRIMA
MTRNR2L6	100463482	
		
TRBV25-1		TCRBV11S1A1T
TRBV25-1		TCRBV25S1
TRBV25-1		TRBV251
		
		
		
TRBVA		TCRBV33S1
PGGHG	80162	ATHL1
PGGHG	80162	FLJ22635
		
GRXCR1	389207	DFNB25
GRXCR1	389207	PPP1R88
SLC47A2	146802	FLJ31196
SLC47A2	146802	MATE2
SLC47A2	146802	MATE2-K
		
PRSS3	5646	PRSS4
PRSS3	5646	TRY3
PRSS3	5646	TRY4
		
ZNF192P2		
		
		
TRBV26		TCRBV26S1
TRBV26		TCRBV28S1P
		
C6orf15	29113	STG
SLC25A5P5		ANTP5
SLC25A5P5		TCAG_29001
FMO8P		
TRBVB		TCRBV34S1
TRBV27		TCRBV14S1
TRBV27		TCRBV27S1
FAM160A2	84067	C11orf56
FAM160A2	84067	DKFZP566M1046
FAM160A2	84067	FHIP
FAM160A2	84067	FLJ22665
FAM160A2	84067	KIAA1759
		
DGCR6	8214	
		
BCL11A	53335	BCL11A-L
BCL11A	53335	BCL11A-S
BCL11A	53335	BCL11A-XL
BCL11A	53335	CTIP1
BCL11A	53335	EVI9
BCL11A	53335	HBFQTL5
BCL11A	53335	ZNF856
KIR2DP1		KIR15
KIR2DP1		KIR2DL6
KIR2DP1		KIRY
KIR2DP1		KIRZ
		
		
TRBV28		TCRBV28S1
TRBV28		TCRBV3S1
MYOZ1	58529	CS-2
MYOZ1	58529	FATZ
MYOZ1	58529	MYOZ
KIR3DL1	3811	AMB11
KIR3DL1	3811	CD158E1
KIR3DL1	3811	CD158e1/2
KIR3DL1	3811	CD158e2
KIR3DL1	3811	cl-11
KIR3DL1	3811	cl-2
KIR3DL1	3811	KIR
KIR3DL1	3811	nkat3
KIR3DL1	3811	NKB1
KIR3DL1	3811	NKB1B
		
ACYP2	98	
PGBD4P1		
SLC31A2	1318	COPT2
SLC31A2	1318	CTR2
SLC31A2	1318	hCTR2
		
HTATSF1P1		dJ1033B10.6
HTATSF1P1		HTATSF1P
HTATSF1P1		TAT-SF1-L
		
RPL7L1	285855	dJ475N16.4
		
		
		
		
TRBV29-1		TCRBV29S1
TRBV29-1		TCRBV4S1A1T
TRBV29-1		TRBV291
		
SMIM32	389332	
NPM1P14		
		
CLC	1178	Gal-10
CLC	1178	LGALS10
CLC	1178	MGC149659
LINC02383		
		
LINC02495		
		
		
ZNF107	51427	smap-7
ZNF107	51427	ZFD25
ZNF107	51427	ZNF588
EFCAB5	374786	FLJ46247
		
		
FKBP15	23307	FKBP133
FKBP15	23307	KIAA0674
FKBP15	23307	PPP1R76
FKBP15	23307	WAFL
SH3RF3-AS1		
		
ACTG1P15		
DNM1P51		
OR7E117P		OST716
NDUFB4P12		
CSPG4P5		
		
		
LGALS12	85329	GRIP1
		
FOXCUT		LINC01379
FOXCUT		TCONS_00011636
		
HMGB1P31		
EEF2	1938	EEF-2
EEF2	1938	EF2
TSPYL6	388951	
UBE2Q2P11		
		
		
		
PRSS1	5644	TRY1
BDNF	627	
		
RNASE9	390443	h461
RNASE9	390443	RAK1
TOB2P1		p373c6.3
TOB2P1		TOB2P
TOB2P1		TOB4p
		
KIR3DL3	115653	CD158Z
KIR3DL3	115653	KIR3DL7
KIR3DL3	115653	KIR44
KIR3DL3	115653	KIRC1
TP73	7161	P73
		
PSME4	23198	KIAA0077
PSME4	23198	PA200
		
BTBD3	22903	dJ742J24.1
BTBD3	22903	KIAA0952
FABP5P2		FABP5L2
MSR1	4481	CD204
MSR1	4481	SCARA1
MSR1	4481	SR-A
MSR1	4481	SR-AI
MSR1	4481	SR-AII
MSR1	4481	SR-AIII
		
BNIP3P11		
		
SEC23B	10483	CDA-II
SEC23B	10483	CDAII
SEC23B	10483	CDAN2
SEC23B	10483	HEMPAS
GOLGA6L5P		FLJ35171
GOLGA6L5P		FLJ40113
GOLGA6L5P		GOLGA6L5
GOLGA6L5P		GOLGA6L8
ZNF138	7697	pHZ-32
		
ATP7B	540	WND
PSORS1C1	170679	C6orf16
PSORS1C1	170679	SEEK1
		
GTPBP10	85865	DKFZP686A10121
GTPBP10	85865	FLJ38242
GTPBP10	85865	OBGH2
		
RPS18	6222	D6S218E
RPS18	6222	HKE3
RPS18	6222	KE-3
RPS18	6222	KE3
RPS18	6222	S18
		
		
		
LRRC75A	388341	C17orf76
LRRC75A	388341	FAM211A
LRRC75A	388341	FLJ35696
UBE2Q2P1		FLJ43276
UBE2Q2P1		UBE2QP1
PSORS1C2	170680	C6orf17
PSORS1C2	170680	SPR1
	644090	
TRBV29OR9-2		TCRBV29S2
TRBV29OR9-2		TCRBV4O
TRBV29OR9-2		TCRBV4S2O
TRBV29OR9-2		TRBV29/OR9-2
CDSN	1041	D6S586E
MTCO3P1		U92032.1
TUBB8B	260334	TUBB8P12
	102725019	
		
SNHG29		C17orf45
SNHG29		C17orf76-AS1
SNHG29		FAM211A-AS1
SNHG29		LRRC75A-AS1
SNHG29		MGC40157
SNHG29		NCRNA00188
HLA-DQB3		D6S205
HLA-DQB3		D6S205E
HLA-DQB3		DQB3
HLA-DQB3		DVB
HLA-DQB3		HLA-DVB
IL9RP4		
		
HLA-DQA2	3117	HLA-DXA
HLA-DQA2	3118	HLA-DXA
PARP16	54956	C15orf30
PARP16	54956	FLJ20509
PARP16	54956	FLJ25281
PARP16	54956	pART15
UTP3	57050	CRLZ1
UTP3	57050	DKFZp761F222
UTP3	57050	FLJ23256
UTP3	57050	SAS10
BDNF-AS	497258	BDNF-AS1
BDNF-AS	497258	BDNFAS
BDNF-AS	497258	BDNFOS
BDNF-AS	497258	BT2A
BDNF-AS	497258	BT2B
BDNF-AS	497258	BT2C
BDNF-AS	497258	BT2D
BDNF-AS	497258	NCRNA00049
		
UBE2Q2P12		
		
FOLR2	2350	FR?
OXA1L	5018	MGC133129
OXA1L	5018	OXA1
		
LINC00933		
TRBJ2-2		TCRBJ2S2
TRBJ2-2		TRBJ22
HCG25		dJ1033B10.16
TRBJ2-2P		TRBJ22P
PDGFB	5155	SIS
PDGFB	5155	SSV
GFPT1	2673	GFA
GFPT1	2673	GFAT
GFPT1	2673	GFAT1
GFPT1	2673	GFPT
KIR2DL1	3802	47.11
KIR2DL1	3802	CD158A
KIR2DL1	3802	cl-42
KIR2DL1	3802	nkat1
KIR2DL1	3802	p58.1
		
POLR2LP1		AB023060.6
POLR2LP1		POLR2LP
LINC01816		LOC100133985
LTC4S	4056	MGC33147
		
C6orf226	441150	LOC441150
		
SLC52A3	113278	bA371L19.1
SLC52A3	113278	C20orf54
SLC52A3	113278	hRFT2
SLC52A3	113278	RFVT3
		
		
UGT2B10	7365	
VPS52	6293	ARE1
VPS52	6293	SACM2L
		
ABHD15	116236	
SMARCE1P6		
ALDH3A2	224	ALDH10
ALDH3A2	224	FALDH
ALDH3A2	224	SLS
SLC2A14	144195	GLUT14
SLC2A14	144195	SLC2A3P3
PTCRA	171558	PT-ALPHA
PTCRA	171558	PTA
		
ABHD15-AS1		linc-TP53I13
ABHD15-AS1		lnc-TP53I13
CYCSP32		HCP32
RPL9P30		
		
KIR2DS4	3809	CD158I
KIR2DS4	3809	cl-39
KIR2DS4	3809	KKA3
KIR2DS4	3809	nkat8
XRCC6P1		
PIWIL3	440822	HIWI3
TP53I13	90313	DSCP1
RPL17P34		
THSD4-AS1		
KIR3DP1		CD158C
KIR3DP1		KIR2DS6
KIR3DP1		KIR3DS2P
KIR3DP1		KIR48
KIR3DP1		KIRX
MAML1	9794	KIAA0200
MAML1	9794	Mam-1
TRBJ2-3		TCRBJ2S3
TRBJ2-3		TRBJ23
UBALD1	124402	FAM100A
		
KIR2DL4	3805	103AS
KIR2DL4	3805	15.212
KIR2DL4	3805	CD158D
MIPEPP1		
TRBJ2-4		TCRBJ2S4
TRBJ2-4		TRBJ24
TMEM168	64418	DKFZp564C012,FLJ13576
		
		
TRBJ2-5		TCRBJ2S5
TRBJ2-5		TRBJ25
HMGB1P6		HMG1L6
HMGB1P6		HMGB1L6
		
TXK	7294	BTKL
TXK	7294	PSCTK5
TXK	7294	PTK4
TXK	7294	RLK
TXK	7294	TKL
CT62	196993	
TRBJ2-6		TCRBJ2S6
TRBJ2-6		TRBJ26
		
CFAP97D2	101929355	
CNPY3	10695	CAG4A
CNPY3	10695	TNRC5
TDGF1P4		CR-4
TDGF1P4		CRIPTO-4
TDGF1P4		TDGF4
		
		
TRBJ2-7		TCRBJ2S7
TRBJ2-7		TRBJ27
ALOX5	240	5-LOX
		
HLA-DQB2	3120	HLA-DXB
C5orf38	153571	CEI
C5orf38	153571	IRX2NB
		
THSD4	79875	ADAMTSL6
THSD4	79875	FLJ13710
THSD4	79875	FVSY9334
THSD4	79875	PRO34005
		
MRPL49P2		
OR6E1P		
		
AGAP5	729092	CTGLF2
AGAP5	729092	Em:AC073389.1
CDC37L1-DT		CDC37L1-AS1
		
		
LINC02475		LVCAT1
PTP4A1P3		
IGDCC3	9543	HsT18880
IGDCC3	9543	PUNC
NSUN6	221078	ARL5B-AS1
NSUN6	221078	FLJ23743
NSUN6	221078	NOPD1
		
		
	105374438	
CDK14	5218	PFTAIRE1
CDK14	5218	PFTK1
		
HBBP1		HBH1
HBBP1		HBHP
TPTE2	93492	TPIP
TRBC2		TCRBC2
HMGB3P1		dJ18C9.3
HMGB3P1		HMG4L
HMGB3P1		HMGB3L1
GLRX3P2		
HBD	3045	
FLT3LG	2323	
		
		
PRSS3P1		TRY5
TRBV30		TCRBV20S1A1N2
TRBV30		TCRBV30S1
		
PRSS2	5645	TRY2
SERP2	387923	bA269C23.1
SERP2	387923	C13orf21
BPIFC	254240	BPIL2
BPIFC	254240	dJ149A16.7
RUFY3	22902	KIAA0871
RUFY3	22902	RIPx
RUFY3	22902	Singar1
RUFY3	22902	ZFYVE30
MAP1S	55201	BPY2IP1
MAP1S	55201	C19orf5
MAP1S	55201	FLJ10669
MAP1S	55201	MAP8
MAP1S	55201	VCY2IP1
		
		
UHRF2	115426	MGC33463
UHRF2	115426	NIRF
UHRF2	115426	RNF107
UHRF2	115426	TDRD23
UHRF2	115426	URF2
		
		
FAM110A	83541	bA371L19.3
FAM110A	83541	C20orf55
MTRNR2L5	100463289	
		
		
		
TCF20	6942	AR1
TCF20	6942	SPBP
RPL21P123		
SYNPO2L	79933	FLJ12921
		
CLDN5	7122	AWAL
CLDN5	7122	BEC1
CLDN5	7122	CPETRL1
CLDN5	7122	TMVCF
		
		
CORO6	84940	FLJ14871
RLN3	117579	H3
RLN3	117579	RXN3
RLN3	117579	ZINS4
CENPE	1062	KIF10
CENPE	1062	PPP1R61
		
		
		
NUP42	11097	CG1
NUP42	11097	hCG1
NUP42	11097	H_RG271G13.9
NUP42	11097	NLP_1
NUP42	11097	NUPL2
RPS10P5		bA371L19.2
RPS10P5		RPS10L
		
		
RIMKLB	57494	FAM80B
RIMKLB	57494	KIAA1238
RIMKLB	57494	NAAGS
RIMKLB	57494	NAAGS-I
TMC2	117532	C20orf145
TMC2	117532	dJ686C3.3
BMS1P4		BMS1LP4
BMS1P4		OTTHUMG00000018478
CHRNA9	55584	NACHRA9
		
		
UBE2G1	7326	UBC7
UBE2G1	7326	UBE2G
BMT2	154743	C7orf60
BMT2	154743	DKFZp762M126
BMT2	154743	FLJ31818
KIR3DL2	3812	CD158K
KIR3DL2	3812	cl-5
KIR3DL2	3812	nkat4
KIR3DL2	3812	nkat4a
KIR3DL2	3812	nkat4b
PREX1	57580	KIAA1415
PREX1	57580	P-REX1
RASGRP1	10125	CalDAG-GEFII
RASGRP1	10125	RASGRP
		
PCDH15	65217	CDHR15
PCDH15	65217	DFNB23
PCDH15	65217	USH1F
POU5F1	5460	MGC22487
POU5F1	5460	OCT3
POU5F1	5460	Oct4
POU5F1	5460	OTF3
		
		
BTF3P7		
		
LINC00895		
RXRB	6257	H-2RIIBP
RXRB	6257	NR2B2
RXRB	6257	RCoR-1
PPIL1P1		
IL27RA	9466	CRL1
IL27RA	9466	IL-27R
IL27RA	9466	TCCR
IL27RA	9466	WSX-1
IL27RA	9466	WSX1
IL27RA	9466	zcytor1
FOXC1	2296	ARA
FOXC1	2296	FKHL7
FOXC1	2296	FREAC3
FOXC1	2296	IGDA
FOXC1	2296	IHG1
FOXC1	2296	IRID1
		
		
RNASE12	493901	RAI1
		
		
		
MFSD1P1		
OR10AH1P		
MARCHF2	51257	HSPC240
MARCHF2	51257	MARCH-II
MARCHF2	51257	MARCH2
MARCHF2	51257	RNF172
WBP1LP1		
RNASE11	122651	C14orf6
RNASE11	122651	RAJ1
TRBD1		TCRBD1
ZNF354B	117608	FLJ25008
ZNF354B	117608	KID2
KCTD8	386617	
A2ML1-AS1		
A2ML1-AS2		
PRELID2	153768	FLJ38376
PRELID2	153768	MGC21644
RPSAP51		
TRBJ1-1		TCRBJ1S1
TRBJ1-1		TRBJ11
		
		
TRBJ1-2		TCRBJ1S2
TRBJ1-2		TRBJ12
CERK	64781	dA59H18.2
CERK	64781	dA59H18.3
CERK	64781	DKFZp434E0211
CERK	64781	FLJ21430
CERK	64781	FLJ23239
CERK	64781	hCERK
CERK	64781	KIAA1646
CERK	64781	LK4
		
A2ML1	144568	CPAMD9
A2ML1	144568	FLJ25179
A2ML1	144568	p170
TRBJ1-3		TCRBJ1S3
TRBJ1-3		TRBJ13
TRBJ1-4		TCRBJ1S4
TRBJ1-4		TRBJ14
HLA-H		
PPT2	9374	
TRBJ1-5		TCRBJ1S5
TRBJ1-5		TRBJ15
		
		
		
		
PALM3	342979	
		
		
LINC01786		
		
KLF2	10365	LKLF
		
		
PPP1CB	5500	PP-1B
PPP1CB	5500	PP1B
PPP1CB	5500	PP1beta
SCNN1D	6339	dNaCh
SCNN1D	6339	ENaCdelta
		
GAREM2	150946	FAM59B
GAREM2	150946	FLJ00375
GAREM2	150946	GAREML
GAREM2	150946	KIAA2038
LIN54	132660	CXCDC1
LIN54	132660	DKFZp686L1814
LIN54	132660	JC8.6
LIN54	132660	MIP120
LIN54	132660	TCX1
EEF1DP1		
		
HLA-T		HLA-16
		
		
		
HDHD5-AS1		CECR4
HDHD5-AS1		CECR5-AS1
HDHD5-AS1		NCRNA00017
		
DDX39BP1		BAT1P1
PAICSP5		
FTH1P7		FTHL7
MCCD1P1		OTTHUMG00000130506
		
		
RNF180	285671	
ZFP2	80108	FLJ21628
ZFP2	80108	ZNF751
DDX39AP1		
TRPC2		
CTAGE15	441294	CTAGE15P
		
SLC39A7	7922	D6S2244E
SLC39A7	7922	H2-KE4
SLC39A7	7922	HKE4
SLC39A7	7922	KE4
SLC39A7	7922	RING5
SLC39A7	7922	ZIP7
MISP3	113230	
		
		
		
		
GUF1	60558	FLJ13220
TCAF1P1		FAM115B
		
		
RPL7AP73		
ATP1B3P1		
IPMKP1		
HCG4B		bCX67J3.3
HCG4B		bPG309N1.1
HCG4B		bQB90C11.3
HCG4B		Em:AB023056.16
HCG4B		HCG4P6
HCG4B		HCGIV-06
HCG4B		HCGIV-6
HCG4B		HCGIV.5
		
HLA-K		HLA-70
HLA-K		HLA70
HLA-K		HLAK
CLPSL2	389383	C6orf126
CLPSL2	389383	dJ510O8.5
CLPSL2	389383	UNQ3045
FMO9P		RP11-45J16.2
HLA-U		Em:AB023056.13
HLA-U		HLA-21
RFESDP1		
		
		
BASP1P1		
RNF212	285498	FLJ38841
RNF212	285498	LOC285498
LINC00621		
		
		
PIGFP1		
HLA-DOB	3112	
		
MARCHF8	220972	c-MIR
MARCHF8	220972	CMIR
MARCHF8	220972	MARCH-VIII
MARCHF8	220972	MARCH8
MARCHF8	220972	MIR
MARCHF8	220972	RNF178
		
NUS1P2		
CLINT1	9685	CLINT
CLINT1	9685	ENTH
CLINT1	9685	EPNR
CLINT1	9685	KIAA0171
HDHD5	27440	CECR5
TCAF2	285966	FAM115C
TCAF2	285966	FAM139A
TCAF2	285966	FLJ40722
TCAF2	285966	GATD9
GIT1	28964	
		
LINC01017		
LINC01019		
MDC1	9656	Em:AB023051.5
MDC1	9656	KIAA0170
MDC1	9656	NFBD1
KSR1P1		
TVP23CP1		
GNPDA2	132789	SB52
		
IGKV1OR10-1		IGKV1/OR10-1
LINC02162		
TRMT61B	55006	FLJ20628
		
CLDN12	9069	
CLDN12	102723899	
		
		
FAM41C		
		
		
TUBB8P11		
NDUFAF7	55471	C2orf56
NDUFAF7	55471	MidA
NDUFAF7	55471	PRO1853
PTBP1	5725	HNRNP-I
PTBP1	5725	HNRPI
PTBP1	5725	pPTB
PTBP1	5725	PTB
PTBP1	5725	PTB-1
PTBP1	5725	PTB2
PTBP1	5725	PTB3
PTBP1	5725	PTB4
ANGPT4	51378	
		
DNAJC16	23341	KIAA0962
HMGN2P27		
		
		
COMMD10	51397	PTD002
		
MIR4453HG		DKFZP434I0714
MIR4453HG		LINC02486
		
NANOGP1		NANOG2
CMAHP		CMAH
SPDYA	245711	Ringo3
SPDYA	245711	SPDY1
SPDYA	245711	SPY1
TCAF2C		
YIPF7	285525	FinGER9
YIPF7	285525	FLJ39576
ROCK1P1		
		
MDC1-AS1		MDC1-AS
		
HMGA1P6		HMGA1L6
LENG1	79165	
		
TXN	7295	TRX
ZNF890P		
LINC00362		
TRBJ1-6		TCRBJ1S6
TRBJ1-6		TRBJ16
		
		
ARHGAP29-AS1		
		
SHISA2	387914	bA398O19.2
SHISA2	387914	C13orf13
SHISA2	387914	hShisa
SHISA2	387914	PRO28631
SHISA2	387914	TMEM46
SHISA2	387914	WGAR9166
IRX1	79192	IRX-5
FAM181A	90050	C14orf152
CNOT3	4849	KIAA0691
CNOT3	4849	LENG2
CNOT3	4849	NOT3
CNOT3	4849	NOT3H
TEC	7006	PSCTK4
LEUTX	342900	
KIR3DL2	3812	CD158K
KIR3DL2	3812	cl-5
KIR3DL2	3812	nkat4
KIR3DL2	3812	nkat4a
KIR3DL2	3812	nkat4b
LINC00415		
KXD1	79036	BORCS4
KXD1	79036	C19orf50
KXD1	79036	FLJ25480
KXD1	79036	KXDL
KXD1	79036	MGC2749
		
		
		
KIF20B	9585	CT90
KIF20B	9585	KRMP1
KIF20B	9585	MPHOSPH1
KIF20B	9585	MPP1
PLAAT4	5920	HRASLS4
PLAAT4	5920	PLAAT-4
PLAAT4	5920	RARRES3
PLAAT4	5920	RIG1
PLAAT4	5920	TIG3
		
		
FAM181A-AS1		C14orf86
		
		
		
GAPDHP29		
		
SH3RF3	344558	FLJ00204
SH3RF3	344558	POSH2
SH3RF3	344558	SH3MD4
ARHGAP29	9411	PARG1
		
C19orf67	646457	
		
RSPO4	343637	C20orf182
RSPO4	343637	dJ824F16.3
SNRPGP9		
		
PLAAT2	54979	FLJ20556
PLAAT2	54979	HRASLS2
PLAAT2	54979	PLAAT-2
TIA1	7072	TIA-1
GSTT4	25774	GSTTP1
GSTT4	25774	HS322B1A
ATP8A2P3		
		
PRUNEP1		
	112267877	
		
		
		
		
ADGRF2	222611	GPR111
ADGRF2	222611	hGPCR35
ADGRF2	222611	PGR20
TBC1D29P	26083	DKFZP434O047
TBC1D29P	26083	TBC1D29
RNF6	6049	DKFZp686P0776
KBTBD6	89890	DKFZp547E1912
HOXA10-AS		HOXA-AS4
HOXA9	3205	HOX1
HOXA9	3205	HOX1G
THAP9-AS1		
TRIM27	5987	RFP
TRIM27	5987	RNF76
		
CARMIL1	55604	CARMIL
CARMIL1	55604	dJ501N12.1
CARMIL1	55604	FLJ20048
CARMIL1	55604	LRRC16
CARMIL1	55604	LRRC16A
ADGRF4	221393	FLJ38076
ADGRF4	221393	GPR115
ADGRF4	221393	PGR18
		
HOXA10	3206	HOX1
HOXA10	3206	HOX1H
TMEM74B	55321	C20orf46
TMEM74B	55321	FLJ11190
		
		
		
PRKD3	23683	EPK2
PRKD3	23683	PRKCN
LINC00350		
PKMP3		
		
PSMF1	9491	PI31
CASC4P1		
M6PR	4074	CD-M6PR
M6PR	4074	CD-MPR
PRRT1	80863	C6orf31
PRRT1	80863	DSPD1
PRRT1	80863	IFITMD7
PRRT1	80863	NG5
SNHG5		bA33E24.2
SNHG5		C6orf160
SNHG5		LINC00044
SNHG5		MGC16362
SNHG5		NCRNA00044
SNHG5		U50HG
ESRRAP1		ESRRAP
MRPS31P2		
TAB3-AS2		
	105376171	
KIR2DS4	3809	CD158I
KIR2DS4	3809	cl-39
KIR2DS4	3809	KKA3
KIR2DS4	3809	nkat8
TXNDC8	255220	bA427L11.2
TXNDC8	255220	SPTRX-3
TXNDC8	255220	TRX6
NCBP1	4686	CBP80
NCBP1	4686	NCBP
NCBP1	4686	Sto1
SNHG18		
		
ZSCAN9	7746	PRD51
ZSCAN9	7746	ZNF193
TAB3	257397	MAP3K7IP3
		
SLC25A11	8402	OGC
SLC25A11	8402	SLC20A4
HNRNPM	4670	CEAR
HNRNPM	4670	HNRNPM4
HNRNPM	4670	HNRPM
HNRNPM	4670	HNRPM4
HNRNPM	4670	HTGR1
HNRNPM	4670	NAGR1
		
		
		
LINC02112		
		
		
RBCK1	10616	C20orf18
RBCK1	10616	HOIL1
RBCK1	10616	RBCK2
RBCK1	10616	RNF54
RBCK1	10616	UBCE7IP3
RBCK1	10616	XAP4
RBCK1	10616	ZRANB4
FAM193B	54540	FLJ10404
FAM193B	54540	IRIZIO
FAM193B	54540	KIAA1931
SIKE1	80143	FLJ21168
SIKE1	80143	SIKE
KATNBL1P5		
		
		
		
		
TIGD2	166815	
KRT17P3		
AGMAT	79814	FLJ23384
		
		
		
		
LINC02221		
KCTD21-AS1		
SEC31A	22872	ABP125
SEC31A	22872	ABP130
SEC31A	22872	KIAA0905
